platform,owner,repo,id,created,updated,default_branch,#stars,#forks,size,license,main_language,language_distribution,#commits,#branches,#contributors,#issues,#pull_requests
Forgejo,cool-tech-zone,tangara-fw,157637,2023-10-31T05:36:56Z,2025-04-14T07:22:57Z,main,54,27,372211724.0,,C,"{""Shell"": {""size"": 1145887, ""percentage"": ""1.20""}, ""PowerShell"": {""size"": 135, ""percentage"": ""0.00""}, ""CMake"": {""size"": 170624, ""percentage"": ""0.18""}, ""C"": {""size"": 87872644, ""percentage"": ""92.09""}, ""Assembly"": {""size"": 97281, ""percentage"": ""0.10""}, ""Batchfile"": {""size"": 10475, ""percentage"": ""0.01""}, ""Makefile"": {""size"": 533733, ""percentage"": ""0.56""}, ""Python"": {""size"": 505941, ""percentage"": ""0.53""}, ""Ruby"": {""size"": 46392, ""percentage"": ""0.05""}, ""C++"": {""size"": 4131126, ""percentage"": ""4.33""}, ""QMake"": {""size"": 2820, ""percentage"": ""0.00""}, ""Perl"": {""size"": 17151, ""percentage"": ""0.02""}, ""Lua"": {""size"": 348788, ""percentage"": ""0.37""}, ""HTML"": {""size"": 381382, ""percentage"": ""0.40""}, ""M4"": {""size"": 93444, ""percentage"": ""0.10""}, ""sed"": {""size"": 996, ""percentage"": ""0.00""}, ""Handlebars"": {""size"": 4683, ""percentage"": ""0.00""}, ""CSS"": {""size"": 19760, ""percentage"": ""0.02""}, ""Meson"": {""size"": 33624, ""percentage"": ""0.04""}, ""MATLAB"": {""size"": 2076, ""percentage"": ""0.00""}, ""Inno Setup"": {""size"": 2093, ""percentage"": ""0.00""}}",1266.0,59.0,23.0,330.0,123.0
Forgejo,WardXena,Teaching,427370,2025-04-10T13:04:26Z,2025-04-10T13:04:26Z,main,0,0,24110.0,,,,,0.0,0.0,0.0,
Forgejo,webxdc,xdcget,123200,2023-07-04T17:01:10Z,2025-04-11T17:27:12Z,main,10,11,250162.0,MPL-2.0,Python,"{""Python"": {""size"": 49457, ""percentage"": ""100.00""}}",358.0,14.0,17.0,199.0,173.0
Forgejo,creations,.profile,315029,2025-01-30T15:42:32Z,2025-04-05T13:27:16Z,main,0,0,36727.0,,,,15.0,1.0,1.0,0.0,0.0
Forgejo,umai,pages,247621,2024-08-15T01:19:54Z,2025-04-09T21:42:27Z,main,0,0,1681195.0,,HTML,"{""HTML"": {""size"": 247, ""percentage"": ""100.00""}}",2.0,1.0,1.0,0.0,0.0
Forgejo,fehegart,Iso-Jet,308458,2025-01-21T19:34:41Z,2025-04-12T14:47:02Z,main,0,0,121580.0,,C++,"{""C++"": {""size"": 47179, ""percentage"": ""69.73""}, ""C"": {""size"": 20478, ""percentage"": ""30.27""}}",26.0,2.0,2.0,0.0,0.0
Forgejo,kiranxer69,hermit,431663,2025-04-12T14:05:44Z,2025-04-12T14:06:44Z,main,0,0,27022.0,,Dockerfile,"{""Dockerfile"": {""size"": 199, ""percentage"": ""100.00""}}",2.0,1.0,1.0,0.0,0.0
Forgejo,wzfwtf,wzfwtf,306131,2025-01-19T07:26:12Z,2025-04-11T02:22:46Z,pages,0,0,3802466.0,,HTML,"{""HTML"": {""size"": 2087965, ""percentage"": ""99.65""}, ""CSS"": {""size"": 7317, ""percentage"": ""0.35""}}",28.0,1.0,1.0,0.0,0.0
Forgejo,sasuke,dbc-heroes-modpack,285353,2024-11-28T18:19:10Z,2025-04-13T19:03:07Z,main,0,0,286191976.0,,,,22.0,1.0,1.0,0.0,0.0
Forgejo,liliumstar,torrentz2,382917,2025-03-14T03:06:40Z,2025-04-12T03:37:40Z,main,2,0,758318.0,GPL-3.0,Rust,"{""Shell"": {""size"": 967, ""percentage"": ""0.41""}, ""Rust"": {""size"": 237094, ""percentage"": ""99.59""}}",50.0,2.0,1.0,0.0,0.0
Forgejo,dluvian,gitplaza,287343,2024-12-03T23:47:40Z,2025-04-04T11:41:59Z,master,4,0,3465479.0,MIT,Rust,"{""Rust"": {""size"": 304715, ""percentage"": ""100.00""}}",329.0,1.0,1.0,,
Forgejo,cc5efd7b0,filter,389296,2025-03-22T12:14:32Z,2025-04-08T13:11:27Z,main,0,0,129354.0,Unlicense,Adblock Filter List,"{""Adblock Filter List"": {""size"": 83207, ""percentage"": ""96.82""}, ""Python"": {""size"": 2732, ""percentage"": ""3.18""}}",53.0,1.0,1.0,0.0,0.0
Forgejo,secretsite,students-org,409013,2025-04-03T23:47:49Z,2025-04-05T07:35:53Z,main,0,0,211129.0,,,,6.0,1.0,1.0,0.0,0.0
